Building Type,Incident Zip,Borough,Day of Week,Date of Report,Duration of Call (min)
Hotel,11012,Queens,1,2023-11-20,1
Villa,10460,Bronx,1,2023-02-06,43
Private Home,10309,Staten Island,6,2023-03-04,57
Apartment Complex,10237,Manhattan,1,2023-04-03,45
Private Home,11233,Brooklyn,7,2023-06-18,39
Hotel,11062,Queens,4,2023-11-02,52
Apartment Complex,11218,Brooklyn,2,2023-11-28,27
Private Home,10306,Staten Island,5,2023-12-01,35
Private Home,10049,Manhattan,1,2023-08-07,60
Private Home,11052,Queens,7,2023-06-11,36
Hotel,11023,Queens,1,2023-02-20,23
Apartment Complex,10139,Manhattan,3,2023-10-25,20
Private Home,11033,Queens,1,2023-05-22,60
Villa,11218,Brooklyn,1,2023-10-09,33
Apartment Complex,11098,Queens,4,2023-06-15,6
Private Home,11094,Queens,2,2023-06-06,30
Hotel,11205,Brooklyn,6,2023-03-25,26
Apartment Complex,11066,Queens,6,2023-10-07,56
Private Home,11213,Brooklyn,5,2023-09-22,28
Private Home,10309,Staten Island,7,2023-03-05,49
Villa,11224,Brooklyn,1,2023-08-14,54
Villa,10471,Bronx,4,2023-12-07,52
Apartment Complex,11058,Queens,6,2023-03-18,14
Villa,11006,Queens,4,2023-12-28,9
Private Home,10307,Staten Island,1,2023-01-30,48
Private Home,10064,Manhattan,3,2023-02-22,17
Private Home,10470,Bronx,2,2023-03-07,31
Hotel,11204,Brooklyn,4,2023-01-26,32
Hotel,10458,Bronx,3,2023-08-16,49
Private Home,10470,Bronx,2,2023-05-09,24
Apartment Complex,10243,Manhattan,1,2023-08-28,54
Villa,10469,Bronx,1,2023-10-30,32
Private Home,11092,Queens,2,2023-04-11,30
Apartment Complex,10456,Bronx,6,2023-05-06,2
Apartment Complex,11241,Brooklyn,1,2023-10-02,32
Apartment Complex,11232,Brooklyn,6,2023-04-15,50
Apartment Complex,10471,Bronx,3,2023-02-01,50
Apartment Complex,11212,Brooklyn,7,2023-01-29,15
Apartment Complex,10312,Staten Island,6,2023-04-22,13
Apartment Complex,10313,Staten Island,3,2023-11-01,25
Private Home,11227,Brooklyn,5,2023-01-06,37
Apartment Complex,10454,Bronx,6,2023-02-18,52
Hotel,10313,Staten Island,4,2023-08-17,7
Villa,10468,Bronx,7,2023-10-22,50
Hotel,10464,Bronx,1,2023-06-05,54
Private Home,11105,Queens,2,2023-12-12,24
Hotel,11201,Brooklyn,5,2023-03-17,54
Hotel,10461,Bronx,4,2023-06-01,38
Private Home,11201,Brooklyn,1,2023-10-23,4
Villa,11240,Brooklyn,6,2023-01-28,36
Hotel,10312,Staten Island,1,2023-06-12,2
Apartment Complex,10102,Manhattan,7,2023-07-30,37
Apartment Complex,11215,Brooklyn,3,2023-10-18,33
Villa,11215,Brooklyn,5,2023-10-27,44
Hotel,11254,Brooklyn,4,2023-07-13,53
Apartment Complex,11031,Queens,1,2023-10-16,45
Hotel,10306,Staten Island,5,2023-01-27,6
Apartment Complex,10461,Bronx,7,2023-06-11,19
Private Home,11104,Queens,7,2023-03-12,36
Villa,10102,Manhattan,6,2023-12-09,38
Private Home,10310,Staten Island,5,2023-03-17,47
Villa,10280,Manhattan,5,2023-07-14,55
Hotel,10305,Staten Island,2,2023-07-18,11
Hotel,10309,Staten Island,7,2023-04-02,40
Private Home,10311,Staten Island,6,2023-09-02,56
Private Home,10305,Staten Island,7,2023-06-25,25
Villa,10307,Staten Island,3,2023-07-19,11
Private Home,10453,Bronx,5,2023-03-10,37
Villa,11078,Queens,1,2023-11-13,34
Villa,10098,Manhattan,3,2023-12-06,51
Apartment Complex,11087,Queens,5,2023-03-31,18
Villa,11042,Queens,2,2023-12-19,36
Hotel,10053,Manhattan,7,2023-06-18,34
Apartment Complex,11107,Queens,5,2023-12-08,43
Apartment Complex,10454,Bronx,7,2023-09-17,25
Hotel,10462,Bronx,2,2023-04-25,44
Hotel,10126,Manhattan,6,2023-09-09,9
Private Home,10313,Staten Island,7,2023-06-25,46
Apartment Complex,10309,Staten Island,2,2023-02-21,10
Villa,10471,Bronx,4,2023-07-27,23
Apartment Complex,11018,Queens,6,2023-10-21,40
Villa,11104,Queens,4,2023-01-26,17
Villa,10245,Manhattan,5,2023-02-10,41
Apartment Complex,11229,Brooklyn,2,2023-11-07,37
Apartment Complex,11207,Brooklyn,5,2023-07-28,15
Private Home,10039,Manhattan,3,2023-03-22,59
Private Home,10306,Staten Island,4,2023-07-06,41
Villa,10012,Manhattan,7,2023-02-12,15
Apartment Complex,11030,Queens,6,2023-04-29,25
Villa,11054,Queens,1,2023-02-06,6
Apartment Complex,10306,Staten Island,5,2023-10-13,51
Villa,10454,Bronx,3,2023-09-06,60
Hotel,10465,Bronx,6,2023-03-04,9
Private Home,10453,Bronx,1,2023-09-11,21
Apartment Complex,10309,Staten Island,7,2023-06-18,59
Private Home,10307,Staten Island,2,2023-02-14,56
Hotel,11216,Brooklyn,1,2023-03-13,59
Apartment Complex,11232,Brooklyn,3,2023-05-24,20
Hotel,11231,Brooklyn,3,2023-04-05,21
Hotel,11043,Queens,1,2023-07-10,48
Villa,10460,Bronx,2,2023-07-11,56
Apartment Complex,10465,Bronx,2,2023-07-18,28
Hotel,10218,Manhattan,2,2023-10-17,7
Private Home,10311,Staten Island,6,2023-07-29,28
Private Home,10469,Bronx,5,2023-09-22,13
Hotel,11230,Brooklyn,3,2023-09-20,2
Apartment Complex,10466,Bronx,7,2023-07-02,28
Private Home,11208,Brooklyn,7,2023-03-19,11
Villa,10455,Bronx,1,2023-10-30,46
Hotel,10308,Staten Island,1,2023-11-27,52
Villa,11243,Brooklyn,4,2023-01-26,23
Private Home,11223,Brooklyn,3,2023-08-02,15
Private Home,11241,Brooklyn,4,2023-11-30,12
Hotel,10019,Manhattan,3,2023-08-23,17
Private Home,10226,Manhattan,7,2023-07-16,2
Apartment Complex,11255,Brooklyn,1,2023-03-13,42
Apartment Complex,10473,Bronx,5,2023-07-14,58
Private Home,11007,Queens,6,2023-04-01,39
Private Home,11209,Brooklyn,2,2023-10-17,58
Hotel,10313,Staten Island,3,2023-02-15,12
Hotel,10092,Manhattan,1,2023-02-13,46
Private Home,10464,Bronx,2,2023-05-09,26
Hotel,10453,Bronx,4,2023-08-17,51
Apartment Complex,10262,Manhattan,7,2023-04-16,19
Villa,11202,Brooklyn,1,2023-06-19,18
Private Home,10309,Staten Island,5,2023-08-04,38
Private Home,10304,Staten Island,1,2023-10-09,32
Private Home,11068,Queens,1,2023-12-25,36
Villa,10306,Staten Island,6,2023-09-16,38
Apartment Complex,10033,Manhattan,5,2023-04-07,16
Hotel,10302,Staten Island,6,2023-04-29,54
Apartment Complex,11078,Queens,2,2023-06-27,44
Apartment Complex,10457,Bronx,4,2023-11-09,40
Villa,10457,Bronx,7,2023-06-18,8
Private Home,10308,Staten Island,2,2023-05-16,15
Private Home,10462,Bronx,6,2023-09-02,3
Apartment Complex,11213,Brooklyn,6,2023-06-17,5
Apartment Complex,11058,Queens,7,2023-05-21,17
Villa,11071,Queens,7,2023-10-22,56
Hotel,10305,Staten Island,5,2023-01-13,16
Private Home,10473,Bronx,5,2023-10-27,24
Apartment Complex,10310,Staten Island,3,2023-07-05,3
Villa,10455,Bronx,2,2023-04-04,59
Hotel,10091,Manhattan,2,2023-08-01,36
Private Home,10229,Manhattan,5,2023-06-16,28
Villa,10119,Manhattan,1,2023-02-06,1
Private Home,10313,Staten Island,5,2023-06-30,18
Apartment Complex,10459,Bronx,7,2023-12-31,12
Hotel,10306,Staten Island,5,2023-11-24,23
Hotel,10455,Bronx,6,2023-10-14,4
Private Home,10027,Manhattan,1,2023-02-13,16
Private Home,11062,Queens,4,2023-09-28,17
Villa,11244,Brooklyn,2,2023-04-25,5
Villa,11215,Brooklyn,1,2023-11-20,54
Apartment Complex,11063,Queens,1,2023-06-26,11
Villa,11098,Queens,2,2023-12-12,38
Apartment Complex,10303,Staten Island,7,2023-04-23,8
Private Home,10254,Manhattan,3,2023-09-06,45
Hotel,11088,Queens,6,2023-05-27,30
Private Home,10277,Manhattan,3,2023-11-01,11
Hotel,10176,Manhattan,5,2023-01-06,21
Hotel,11203,Brooklyn,3,2023-05-10,59
Villa,10301,Staten Island,4,2023-09-21,49
Villa,10460,Bronx,3,2023-08-16,17
Villa,10469,Bronx,5,2023-10-06,49
Private Home,11243,Brooklyn,7,2023-09-24,33
Villa,10469,Bronx,2,2023-10-24,15
Apartment Complex,11055,Queens,1,2023-04-17,52
Villa,11005,Queens,1,2023-04-03,52
Apartment Complex,10311,Staten Island,5,2023-02-24,28
Apartment Complex,10218,Manhattan,1,2023-09-04,6
Villa,10311,Staten Island,4,2023-12-21,58
Hotel,11219,Brooklyn,1,2024-01-01,15
Hotel,10307,Staten Island,4,2023-01-19,35
Hotel,11024,Queens,4,2023-01-05,32
Private Home,10188,Manhattan,4,2023-01-19,11
Villa,10255,Manhattan,2,2023-01-10,47
Hotel,10455,Bronx,4,2023-09-28,13
Apartment Complex,10136,Manhattan,5,2023-02-24,5
Villa,10465,Bronx,3,2023-03-15,2
Villa,10302,Staten Island,6,2023-08-26,27
Apartment Complex,11087,Queens,3,2023-08-16,43
Private Home,10189,Manhattan,1,2023-06-12,44
Hotel,11240,Brooklyn,7,2023-07-09,27
Hotel,10054,Manhattan,1,2023-09-11,11
Private Home,10260,Manhattan,6,2023-05-20,2
Hotel,10233,Manhattan,4,2023-10-12,26
Hotel,10305,Staten Island,1,2024-01-01,54
Apartment Complex,10063,Manhattan,2,2023-05-02,14
Villa,11014,Queens,6,2023-03-11,36
Villa,11089,Queens,1,2023-10-23,59
Hotel,10271,Manhattan,6,2023-10-07,15
Apartment Complex,10452,Bronx,6,2023-11-25,54
Villa,10259,Manhattan,6,2023-12-30,51
Private Home,11211,Brooklyn,6,2023-01-21,41
Apartment Complex,10063,Manhattan,5,2023-07-14,45
Apartment Complex,10464,Bronx,1,2023-12-11,3
Hotel,11208,Brooklyn,4,2023-09-14,25
Private Home,11080,Queens,5,2023-12-08,60
Private Home,10309,Staten Island,4,2023-02-23,19
Apartment Complex,11219,Brooklyn,5,2023-02-24,28
Private Home,10308,Staten Island,3,2023-10-11,28
Private Home,11207,Brooklyn,7,2023-05-14,30
Hotel,10458,Bronx,1,2023-07-10,49
Villa,11030,Queens,7,2023-09-17,6
Hotel,10260,Manhattan,7,2023-02-05,1
Private Home,11240,Brooklyn,7,2023-12-31,28
Apartment Complex,10307,Staten Island,3,2023-09-13,11
Hotel,10266,Manhattan,6,2023-12-23,5
Apartment Complex,10309,Staten Island,4,2023-03-30,41
Villa,11210,Brooklyn,5,2023-06-16,39
Apartment Complex,10304,Staten Island,5,2023-08-18,37
Hotel,10306,Staten Island,2,2023-12-05,57
Villa,10312,Staten Island,6,2023-07-15,35
Hotel,10216,Manhattan,6,2023-08-12,7
Private Home,10312,Staten Island,2,2023-10-03,5
Hotel,11213,Brooklyn,5,2023-09-08,43
Apartment Complex,10166,Manhattan,3,2023-04-12,20
Apartment Complex,10455,Bronx,4,2023-06-22,44
Villa,11210,Brooklyn,3,2023-07-26,38
Villa,11044,Queens,7,2023-02-19,2
Hotel,10466,Bronx,4,2023-06-08,47
Private Home,11040,Queens,1,2023-07-10,57
Hotel,11095,Queens,1,2023-08-21,47
Villa,11076,Queens,2,2023-10-03,34
Hotel,11252,Brooklyn,6,2023-09-30,38
Villa,10459,Bronx,4,2023-06-15,17
Apartment Complex,10311,Staten Island,7,2023-11-26,6
Hotel,11092,Queens,4,2023-05-04,3
Apartment Complex,11213,Brooklyn,4,2023-05-04,43
Private Home,10472,Bronx,4,2023-01-05,30
Villa,10313,Staten Island,4,2023-02-16,35
Private Home,10225,Manhattan,3,2023-08-09,60
Private Home,10268,Manhattan,5,2023-11-24,40
Hotel,10148,Manhattan,3,2023-04-05,5
Private Home,10452,Bronx,5,2023-04-21,39
Villa,11060,Queens,3,2023-02-08,3
Hotel,11223,Brooklyn,6,2023-12-02,33
Hotel,10474,Bronx,4,2023-01-26,26
Hotel,11054,Queens,3,2023-06-21,36
Apartment Complex,11223,Brooklyn,2,2023-12-19,43
Villa,11246,Brooklyn,1,2023-04-03,59
Apartment Complex,11029,Queens,5,2023-01-20,57
Villa,11222,Brooklyn,1,2023-12-18,21
Apartment Complex,11043,Queens,1,2023-08-07,55
Apartment Complex,10473,Bronx,7,2023-08-27,8
Apartment Complex,10457,Bronx,2,2023-08-15,6
Hotel,10143,Manhattan,6,2023-02-11,47
Private Home,10301,Staten Island,5,2023-12-01,33
Hotel,10226,Manhattan,4,2023-07-27,41
Villa,10468,Bronx,5,2023-10-27,53
Private Home,10308,Staten Island,3,2023-08-30,43
Villa,10451,Bronx,2,2023-12-05,59
Apartment Complex,11242,Brooklyn,4,2023-01-26,29
Private Home,11235,Brooklyn,1,2023-05-22,25
Private Home,10162,Manhattan,2,2023-10-03,29
Apartment Complex,11036,Queens,2,2023-02-28,31
Hotel,10307,Staten Island,2,2023-02-07,42
Private Home,11017,Queens,5,2023-04-14,24
Villa,10010,Manhattan,1,2023-04-03,6
Villa,10466,Bronx,6,2023-09-02,23
Villa,11209,Brooklyn,1,2023-10-23,28
Hotel,10018,Manhattan,5,2023-12-22,19
Private Home,11040,Queens,3,2023-11-08,4
Villa,11224,Brooklyn,7,2023-04-09,57
Apartment Complex,10017,Manhattan,4,2023-10-05,46
Hotel,10201,Manhattan,2,2023-10-10,7
Private Home,10460,Bronx,2,2023-02-21,48
Apartment Complex,11027,Queens,6,2023-12-23,56
Villa,11229,Brooklyn,3,2023-08-09,43
Apartment Complex,10306,Staten Island,6,2023-04-29,8
Hotel,10311,Staten Island,7,2023-02-12,20
Apartment Complex,10209,Manhattan,6,2023-07-15,54
Apartment Complex,11052,Queens,6,2023-02-25,13
Private Home,10139,Manhattan,6,2023-11-11,4
Villa,10311,Staten Island,2,2023-05-23,13
Apartment Complex,11083,Queens,5,2023-01-06,46
Private Home,11033,Queens,3,2023-08-09,60
Hotel,10311,Staten Island,1,2023-09-25,30
Apartment Complex,10459,Bronx,5,2023-08-11,24
Apartment Complex,11244,Brooklyn,6,2023-08-19,33
Hotel,10008,Manhattan,7,2023-11-19,35
Apartment Complex,11235,Brooklyn,1,2023-08-28,58
Private Home,10304,Staten Island,1,2023-01-02,14
Hotel,10458,Bronx,2,2023-10-24,53
Private Home,10452,Bronx,3,2023-04-26,53
Apartment Complex,10308,Staten Island,4,2023-02-02,29
Villa,10304,Staten Island,4,2023-08-03,43
Apartment Complex,10466,Bronx,7,2023-07-23,6
Private Home,11069,Queens,3,2023-06-07,45
Hotel,10306,Staten Island,1,2023-10-09,32
Apartment Complex,10467,Bronx,2,2023-05-16,52
Private Home,11006,Queens,4,2023-09-28,47
Apartment Complex,10470,Bronx,7,2023-07-16,19
Villa,10022,Manhattan,1,2023-03-13,13
Villa,11242,Brooklyn,1,2023-07-17,41
Private Home,11214,Brooklyn,4,2023-12-21,36
Villa,10453,Bronx,2,2023-08-22,35
Hotel,11026,Queens,2,2023-06-13,40
Villa,10462,Bronx,7,2023-06-11,51
Hotel,11068,Queens,1,2023-12-18,28
Villa,11252,Brooklyn,4,2023-08-24,23
Villa,10261,Manhattan,6,2023-10-07,6
Apartment Complex,11206,Brooklyn,6,2023-12-16,60
Private Home,10302,Staten Island,3,2023-10-18,20
Villa,11241,Brooklyn,1,2023-05-29,27
Apartment Complex,10457,Bronx,4,2023-11-09,45
Villa,11085,Queens,2,2023-12-05,40
Private Home,10465,Bronx,5,2023-07-14,44
Villa,10470,Bronx,4,2023-08-10,52
Villa,10456,Bronx,3,2023-02-15,29
Private Home,11051,Queens,4,2023-01-26,29
Villa,11049,Queens,4,2023-07-20,59
Hotel,10241,Manhattan,5,2023-06-30,36
Villa,10302,Staten Island,1,2023-07-17,39
Villa,10472,Bronx,4,2023-06-22,6
Hotel,10167,Manhattan,1,2023-06-12,43
Apartment Complex,10458,Bronx,3,2023-03-08,7
Private Home,10240,Manhattan,6,2023-12-02,47
Private Home,10195,Manhattan,4,2023-05-11,7
Apartment Complex,10005,Manhattan,3,2023-12-20,44
Hotel,11095,Queens,5,2023-02-17,51
Apartment Complex,10309,Staten Island,3,2023-08-02,1
Villa,10301,Staten Island,7,2023-12-10,3
Hotel,10220,Manhattan,1,2023-06-19,47
Hotel,10472,Bronx,6,2023-10-28,35
Villa,10467,Bronx,4,2023-03-09,5
Apartment Complex,10458,Bronx,1,2023-09-04,59
Hotel,10262,Manhattan,3,2023-11-01,40
Villa,10254,Manhattan,4,2023-03-09,32
Private Home,10301,Staten Island,1,2023-03-27,50
Private Home,11080,Queens,6,2023-09-02,27
Villa,11053,Queens,2,2023-07-18,40
Hotel,10312,Staten Island,2,2023-03-14,55
Apartment Complex,10451,Bronx,3,2023-03-08,51
Hotel,11062,Queens,4,2023-11-02,20
Hotel,11048,Queens,1,2023-12-04,42
Villa,11202,Brooklyn,7,2023-07-30,24
Private Home,10203,Manhattan,5,2023-01-13,35
Hotel,10461,Bronx,5,2023-05-12,33
Apartment Complex,11093,Queens,7,2023-12-17,48
Apartment Complex,11075,Queens,5,2023-08-25,58
Villa,11039,Queens,2,2023-04-04,1
Hotel,10033,Manhattan,1,2023-03-13,17
Hotel,11028,Queens,5,2023-02-24,19
Private Home,11238,Brooklyn,6,2023-01-07,44
Apartment Complex,11250,Brooklyn,6,2023-09-02,37
Apartment Complex,11100,Queens,3,2023-04-19,7
Hotel,10313,Staten Island,4,2023-07-13,4
Apartment Complex,11206,Brooklyn,7,2023-12-17,17
Hotel,10460,Bronx,5,2023-03-31,5
Apartment Complex,11053,Queens,4,2023-01-19,8
Hotel,11088,Queens,3,2023-03-22,26
Villa,11031,Queens,4,2023-08-10,2
Hotel,11092,Queens,6,2023-10-21,31
Villa,10162,Manhattan,2,2023-03-21,25
Villa,10253,Manhattan,4,2023-03-02,60
Apartment Complex,11102,Queens,6,2023-03-11,43
Hotel,11244,Brooklyn,2,2023-05-09,60
Apartment Complex,11206,Brooklyn,1,2023-09-11,31
Private Home,10468,Bronx,7,2023-05-07,59
Apartment Complex,10091,Manhattan,4,2023-03-30,54
Villa,10037,Manhattan,4,2023-08-10,17
Villa,10457,Bronx,7,2023-01-01,1
Apartment Complex,10472,Bronx,4,2023-05-11,37
Private Home,10302,Staten Island,7,2023-07-09,50
Private Home,11016,Queens,3,2023-01-18,36
Hotel,10186,Manhattan,2,2023-05-16,4
Private Home,10473,Bronx,5,2023-04-28,8
Apartment Complex,10240,Manhattan,6,2023-08-12,47
Apartment Complex,10453,Bronx,3,2023-10-04,19
Villa,11251,Brooklyn,3,2023-07-26,18
Apartment Complex,11056,Queens,7,2023-05-28,16
Private Home,11010,Queens,1,2023-10-30,56
Hotel,11251,Brooklyn,1,2023-01-16,60
Apartment Complex,10471,Bronx,1,2023-05-15,9
Private Home,10473,Bronx,6,2023-03-18,47
Apartment Complex,10305,Staten Island,1,2023-06-12,51
Villa,10177,Manhattan,1,2023-08-28,38
Apartment Complex,10240,Manhattan,5,2023-07-07,16
Villa,11038,Queens,5,2023-05-26,58
Hotel,11071,Queens,1,2023-02-27,20
Apartment Complex,10455,Bronx,7,2023-08-27,4
Hotel,11007,Queens,4,2023-03-02,7
Apartment Complex,10182,Manhattan,7,2023-09-10,21
Hotel,10302,Staten Island,3,2023-10-18,52
Apartment Complex,10312,Staten Island,2,2023-09-12,56
Apartment Complex,10301,Staten Island,1,2023-03-27,13
Private Home,10465,Bronx,2,2023-02-28,13
Villa,10312,Staten Island,1,2023-05-01,42
Hotel,10465,Bronx,4,2023-10-19,26
Apartment Complex,10459,Bronx,4,2023-05-25,48
Apartment Complex,10462,Bronx,6,2023-03-25,46
Hotel,10301,Staten Island,2,2023-12-05,23
Apartment Complex,11209,Brooklyn,4,2023-05-25,39
Private Home,10452,Bronx,4,2023-11-09,7
Villa,10303,Staten Island,3,2023-01-11,47
Villa,11024,Queens,7,2023-12-10,47
Hotel,10072,Manhattan,4,2023-12-21,13
Apartment Complex,10306,Staten Island,6,2023-08-26,19
Private Home,11011,Queens,4,2023-10-26,41
Hotel,10254,Manhattan,3,2023-07-05,43
Hotel,10472,Bronx,1,2023-05-15,5
Hotel,10305,Staten Island,2,2023-10-31,3
Hotel,10136,Manhattan,5,2023-06-30,21
Private Home,10301,Staten Island,6,2023-04-08,36
Hotel,11244,Brooklyn,7,2023-04-30,6
Apartment Complex,10311,Staten Island,1,2023-04-17,34
Apartment Complex,11022,Queens,2,2023-06-20,31
Apartment Complex,11230,Brooklyn,6,2023-05-13,32
Apartment Complex,10312,Staten Island,3,2023-03-15,58
Hotel,10056,Manhattan,6,2023-09-30,59
Private Home,10473,Bronx,7,2023-10-15,22
Hotel,11108,Queens,3,2023-03-29,58
Hotel,11068,Queens,4,2023-06-29,23
Private Home,11209,Brooklyn,4,2023-08-10,55
Villa,11224,Brooklyn,4,2023-08-31,9
Villa,10221,Manhattan,7,2023-04-23,19
Private Home,11212,Brooklyn,7,2023-07-23,3
Hotel,10451,Bronx,1,2023-06-05,24
Apartment Complex,10041,Manhattan,3,2023-07-12,26
Apartment Complex,10309,Staten Island,6,2023-07-15,35
Villa,10472,Bronx,5,2023-06-23,33
Hotel,11035,Queens,2,2023-08-08,12
Hotel,11044,Queens,1,2023-05-15,29
Villa,10466,Bronx,5,2023-01-13,4
Private Home,10301,Staten Island,4,2023-02-02,30
Hotel,10236,Manhattan,4,2023-04-20,38
Apartment Complex,10178,Manhattan,1,2023-05-29,36
Hotel,10306,Staten Island,2,2023-01-03,11
Private Home,10467,Bronx,2,2023-11-28,1
Apartment Complex,11229,Brooklyn,7,2023-02-26,41
Apartment Complex,10245,Manhattan,2,2023-05-23,17
Hotel,10107,Manhattan,2,2023-12-26,33
Villa,10310,Staten Island,4,2023-03-09,35
Apartment Complex,11052,Queens,2,2023-06-27,12
Private Home,10470,Bronx,6,2023-04-15,39
Apartment Complex,10090,Manhattan,5,2023-11-03,24
Villa,11096,Queens,3,2023-01-25,48
Hotel,11211,Brooklyn,3,2023-03-08,59
Villa,11216,Brooklyn,4,2023-09-28,9
Private Home,10251,Manhattan,2,2023-01-31,19
Apartment Complex,11252,Brooklyn,1,2023-10-02,28
Villa,11108,Queens,2,2023-08-08,31
Private Home,11075,Queens,2,2023-02-07,34
Hotel,10075,Manhattan,5,2023-02-17,23
Villa,11009,Queens,7,2023-03-26,8
Private Home,10262,Manhattan,3,2023-08-30,43
Hotel,10106,Manhattan,2,2023-11-28,20
Villa,10246,Manhattan,2,2023-04-04,16
Private Home,10043,Manhattan,5,2023-05-12,7
Private Home,11072,Queens,1,2023-12-11,16
Hotel,11231,Brooklyn,1,2023-12-04,30
Apartment Complex,11047,Queens,5,2023-04-28,55
Hotel,11245,Brooklyn,2,2023-12-19,19
Apartment Complex,10312,Staten Island,6,2023-11-25,6
Hotel,10306,Staten Island,5,2023-08-11,39
Apartment Complex,10170,Manhattan,6,2023-06-24,55
Private Home,10308,Staten Island,5,2023-10-06,27
Apartment Complex,10454,Bronx,7,2023-12-31,39
Apartment Complex,10313,Staten Island,1,2023-04-17,56
Private Home,11203,Brooklyn,4,2023-09-28,9
Hotel,10311,Staten Island,5,2023-03-10,53
Villa,11241,Brooklyn,2,2023-03-21,36
Villa,10467,Bronx,3,2023-05-10,22
Hotel,10312,Staten Island,4,2023-01-12,45
Private Home,11241,Brooklyn,3,2023-12-20,37
Villa,10302,Staten Island,1,2023-02-06,10
Private Home,10310,Staten Island,1,2023-09-18,14
Hotel,10162,Manhattan,2,2023-11-28,4
Apartment Complex,10302,Staten Island,1,2023-01-09,35
Apartment Complex,11215,Brooklyn,1,2023-03-13,17
Private Home,10137,Manhattan,2,2023-03-21,27
Private Home,11233,Brooklyn,1,2023-12-18,15
Private Home,10237,Manhattan,5,2023-11-03,37
Apartment Complex,10106,Manhattan,2,2023-07-25,9
Hotel,10306,Staten Island,5,2023-02-17,15
Villa,10303,Staten Island,5,2023-05-05,23
Villa,10462,Bronx,1,2023-01-16,6
Apartment Complex,11018,Queens,6,2023-05-13,24
Apartment Complex,10143,Manhattan,3,2023-09-27,26
Private Home,10303,Staten Island,4,2023-01-05,8
Hotel,10252,Manhattan,1,2023-06-19,31
Villa,10301,Staten Island,2,2023-05-30,17
Private Home,10047,Manhattan,3,2023-12-13,27
Hotel,11005,Queens,1,2023-05-01,14
Apartment Complex,10003,Manhattan,2,2023-09-19,4
Private Home,10461,Bronx,2,2023-09-26,17
Apartment Complex,10465,Bronx,4,2023-03-16,42
Hotel,11254,Brooklyn,4,2023-11-09,9
Apartment Complex,10464,Bronx,2,2023-11-07,57
Apartment Complex,11215,Brooklyn,2,2023-11-07,33
Villa,11234,Brooklyn,2,2023-07-04,25
Apartment Complex,10243,Manhattan,1,2023-10-23,45
Apartment Complex,11016,Queens,4,2023-12-21,59
Villa,10313,Staten Island,5,2023-05-12,47
Villa,10468,Bronx,4,2023-10-05,25
Hotel,10310,Staten Island,3,2023-05-24,41
Private Home,11239,Brooklyn,1,2023-09-11,41
Apartment Complex,10216,Manhattan,2,2023-10-31,36
Apartment Complex,10311,Staten Island,4,2023-10-26,32
Hotel,10313,Staten Island,3,2023-10-25,43
Apartment Complex,10473,Bronx,7,2023-06-18,37
Apartment Complex,10224,Manhattan,6,2023-03-18,40
Hotel,10303,Staten Island,5,2023-10-13,35
Apartment Complex,10184,Manhattan,2,2023-06-13,37
Villa,10009,Manhattan,7,2023-05-21,42
Hotel,11059,Queens,5,2023-10-13,46
Villa,11243,Brooklyn,1,2023-12-04,29
Private Home,11217,Brooklyn,1,2023-10-23,27
Hotel,10301,Staten Island,4,2023-06-22,32
Villa,10464,Bronx,1,2023-10-23,10
Villa,11033,Queens,3,2023-12-27,7
Private Home,10246,Manhattan,2,2023-12-19,11
Apartment Complex,10462,Bronx,4,2023-03-02,13
Private Home,10303,Staten Island,1,2023-09-04,35
Villa,10095,Manhattan,6,2023-10-07,9
Villa,10455,Bronx,5,2023-07-14,10
